title,equation_latex,main_category,notes
Nelson-Siegel-Svensson Extension,y \times (t) = bet \times a_{0} + bet \times a_{1} * (1 - e^{-t/tau_{1}})/(t/t \times a \times u_{1}) + bet \times a_{2} * ((1 - e^{-t/tau_{1}})/(t/t \times a \times u_{1}) - e^{-t/tau_{1}}) + bet \times a_{3} * ((1 - e^{-t/tau_{2}})/(t/t \times a \times u_{2}) - e^{-t/tau_{2}}),Fixed Income Securities,This is the Nelson-Siegel-Svensson extension with an additional hump term. y(t) represents the yield at time t
Yield Curve Steepness,S \times l \times ope = y_{10y} - y_{2y},Fixed Income Securities,This equation measures the steepness of the yield curve. Slope represents the difference between the 10-year yield and the 2-year yield. A positive slope indicates an upward-sloping yield curve (normal)
Yield Curve Curvature,C \times u \times rva \times t \times u \times re = 2 * y_{10y} - y_{2y} - y_{30y},Fixed Income Securities,This equation measures the curvature (hump) of the yield curve. Curvature captures the non-linearity of the yield curve shape. A positive curvature indicates a hump-shaped yield curve
Butterfly Spread,Bu \times t \times ter \times f \times l \times y = y_{10y} - (y_{2y} + y_{30y})/2,Fixed Income Securities,This equation calculates the butterfly spread of the yield curve. Butterfly measures the deviation of the intermediate yield from the average of the short and long yields. It's a key measure for yield curve strategies and relative value analysis.
Macaulay Duration,D_{mac} = s \times u \times m_{t=1}^{n} (t * C \times F_{t} / (1 + y)^{t}) / P,Fixed Income Securities,This equation calculates the Macaulay duration of a bond. D_mac represents the Macaulay duration Duration is the primary measure of interest rate sensitivity in fixed income.
Macaulay Duration (Zero-Coupon),D_{mac} = T,Fixed Income Securities,This equation shows that the Macaulay duration of a zero-coupon bond equals its time to maturity. D_mac represents the Macaulay duration Duration is the primary measure of interest rate sensitivity in fixed income.
Macaulay Duration (Perpetuity),D_{mac} = (1 + y) / y,Fixed Income Securities,This equation calculates the Macaulay duration of a perpetuity. D_mac represents the Macaulay duration Duration is the primary measure of interest rate sensitivity in fixed income.
Modified Duration,D_{mod} = D_{mac} / (1 + y),Fixed Income Securities,This equation calculates the modified duration from Macaulay duration. D_mod represents the modified duration Duration is the primary measure of interest rate sensitivity in fixed income.
Modified Duration (Approximation),D_{mod} ≈ -(P_- - P_+) / (2 * P * d \times y),Fixed Income Securities,This equation approximates modified duration using finite differences. D_mod represents the modified duration Duration is the primary measure of interest rate sensitivity in fixed income.
Dollar Duration,D \times D = -D_{mod} * P,Fixed Income Securities,This equation calculates the dollar duration (also called PV01 or DV01). DD represents the dollar duration Duration is the primary measure of interest rate sensitivity in fixed income.
Price Value of a Basis Point,P \times V01 = -(P \times (y + 0.0001) - P \times (y - 0.0001)) / 2,Fixed Income Securities,This equation calculates the price value of a basis point (PV01). PV01 represents the price change for a 1 basis point (0.01%) change in yield. PV01 is a standard risk measure used in fixed income markets and is equivalent to dollar duration scaled by 0.0001.
Effective Duration,D_{eff} = -(P_- - P_+) / (2 * P * d \times y),Fixed Income Securities,This equation calculates the effective duration for bonds with embedded options. D_eff represents the effective duration Duration is the primary measure of interest rate sensitivity in fixed income.
Key Rate Duration,KRD_{i} = -(P \times (y + d \times y_{i}) - P \times (y - d \times y_{i})) / (2 * P * d \times y_{i}),Fixed Income Securities,This equation calculates the key rate duration for a specific key rate. KRD_i represents the key rate duration for key rate i Duration is the primary measure of interest rate sensitivity in fixed income.
Convexity,C \times o \times nv = s \times u \times m_{t=1}^{n} (t \times (t+1) * C \times F_{t} / (1 + y)^{t+2}) / P,Fixed Income Securities,This equation calculates the convexity of a bond. Conv represents convexity Convexity captures the second-order effect in price-yield relationships.
Convexity (Zero-Coupon),C \times o \times nv = T \times (T+1) / (1 + y)^{2},Fixed Income Securities,This equation calculates the convexity of a zero-coupon bond. Conv represents the convexity Convexity captures the second-order effect in price-yield relationships.
Convexity (Perpetuity),C \times o \times nv = 2(1 + y) / y^{2},Fixed Income Securities,This equation calculates the convexity of a perpetuity. Conv represents the convexity Convexity captures the second-order effect in price-yield relationships.
Effective Convexity,C \times o \times nv_{eff} = (P_+ + P_- - 2P) / (P * d \times y^{2}),Fixed Income Securities,This equation calculates the effective convexity for bonds with embedded options. Conv_eff represents the effective convexity Convexity captures the second-order effect in price-yield relationships.
Dollar Convexity,D \times C = C \times o \times nv * P,Fixed Income Securities,This equation calculates the dollar convexity. DC represents the dollar convexity Convexity captures the second-order effect in price-yield relationships.
Price Change Approximation,d \times P/P ≈ -D_{mod} * d \times y + 0.5 * C \times o \times nv * (d \times y)^{2},Fixed Income Securities,This equation approximates the percentage price change of a bond for a small change in yield. dP/P represents the percentage price change
Taylor Series Expansion,P \times (y + d \times y) ≈ P \times (y) + P'(y)d \times y + 0.5P''(y)(d \times y)^{2},Fixed Income Securities,This is the Taylor series expansion of bond price with respect to yield. P(y + dy) is the new price
Bond Portfolio Duration,D_{port} = s \times u \times m_{i=1}^{n} w_{i} * D_{i},Fixed Income Securities,This equation calculates the duration of a bond portfolio. D_port represents the portfolio duration Duration is the primary measure of interest rate sensitivity in fixed income.
Bond Portfolio Convexity,C \times o \times nv_{port} = s \times u \times m_{i=1}^{n} w_{i} * C \times o \times nv_{i},Fixed Income Securities,This equation calculates the convexity of a bond portfolio. Conv_port represents the portfolio convexity Convexity captures the second-order effect in price-yield relationships.
Immunization Condition 1,D_{A} = D_{L},Fixed Income Securities,This is the first immunization condition for matching asset and liability durations. D_A represents the duration of assets
Immunization Condition 2,C \times o \times nv_{A} > C \times o \times nv_{L},Fixed Income Securities,This is the second immunization condition. Conv_A represents the convexity of assets
Reinvestment Risk,R_{reinv} = s \times u \times m_{t=1}^{n} C \times F_{t} * ((1 + y_{r})^{n-t} - (1 + y)^{n-t}),Fixed Income Securities,This equation calculates the reinvestment risk of a bond. R_reinv represents the reinvestment risk
Price Risk,R_{price} = P \times (y + d \times y) - P \times (y),Fixed Income Securities,This equation calculates the price risk of a bond. R_price represents the price risk
Total Bond Risk,R_{total} = R_{price} + R_{reinv},Fixed Income Securities,This equation calculates the total bond risk. R_total represents the total risk
Spread Duration,D_{spread} = -(P \times (y + d \times y + d \times s) - P \times (y + d \times y - d \times s)) / (2 * P * d \times s),Fixed Income Securities,This equation calculates the spread duration Duration is the primary measure of interest rate sensitivity in fixed income.
Yield Beta,bet \times a = (d \times P_{bond} / P_{bond}) / (d \times P_{benchmark} / P_{benchmark}),Fixed Income Securities,This equation calculates the yield beta of a bond relative to a benchmark. beta represents the yield beta
Information Ratio,\text{IR} = (R_{portfolio} - R_{benchmark}) / T \times E,Fixed Income Securities,This equation calculates the information ratio of a bond portfolio. IR represents the information ratio
Time Value,\text{TV} = Opt \times i \times o \times n P \times r \times i \times ce - I \times n \times t \times r \times i \times n \times s \times i \times c V \times a \times l \times ue,Equity Derivatives,This equation calculates the time value of an option. TV represents the time value
Put-Call Parity,C + K * e^{-rT} = P + S_{0},Equity Derivatives,This is the fundamental put-call parity relationship for European options on non-dividend paying stocks. C represents the call price
Put-Call Parity with Dividends,C + K * e^{-rT} = P + S_{0} * e^{-qT},Equity Derivatives,This is the put-call parity for European options on dividend-paying stocks. The terms are the same as basic put-call parity
Upper Bound for European Call,C <= S_{0},Equity Derivatives,This equation gives the upper bound for a European call option price. C represents the call price
Upper Bound for European Put,P <= K * e^{-rT},Equity Derivatives,This equation gives the upper bound for a European put option price. P represents the put price
American Call on Non-Dividend Stock,C_{American} = C_{European},Equity Derivatives,This equation states that for American calls on non-dividend paying stocks
American Put on Non-Dividend Stock,P_{American} >= P_{European},Equity Derivatives,This equation states that American puts can be worth more than European puts. P_American represents the American put price
Black-Scholes Call Formula,C = S_{0} * N \times (d_{1}) - K * e^{-rT} * N \times (d_{2}),Equity Derivatives,This is the famous Black-Scholes formula for pricing a European call option. C represents the call price
Black-Scholes Put Formula,P = K * e^{-rT} * N \times (-d_{2}) - S_{0} * N \times (-d_{1}),Equity Derivatives,This is the Black-Scholes formula for pricing a European put option. P represents the put price
Black-Scholes d_1,d_{1} = (l \times n(S_{0}/K) + (r + s \times i \times g \times m \times a^{2}/2) * T) / (s \times i \times g \times m \times a * s \times q \times r \times t(T)),Equity Derivatives,This equation defines the d_1 parameter in the Black-Scholes formula. d_1 combines the moneyness of the option (ln(S_0/K))
Black-Scholes d_2,d_{2} = d_{1} - s \times i \times g \times m \times a * s \times q \times r \times t(T),Equity Derivatives,This equation defines the d_2 parameter in the Black-Scholes formula. d_2 is simply d_1 minus sigma * sqrt(T). d_2 represents the probability that the option will be in the money at expiration under the risk-neutral measure.
Black-Scholes with Dividends,C = S_{0} * e^{-qT} * N \times (d_{1}) - K * e^{-rT} * N \times (d_{2}),Equity Derivatives,This is the Black-Scholes formula for a European call on a dividend-paying stock. The stock price S_0 is discounted by the continuous dividend yield q using e^{-qT}. This adjustment accounts for the expected dividend payments during the option's life.
Black-Scholes d_1 with Dividends,d_{1} = (l \times n(S_{0}/K) + (r - q + s \times i \times g \times m \times a^{2}/2) * T) / (s \times i \times g \times m \times a * s \times q \times r \times t(T)),Equity Derivatives,This equation defines d_1 for dividend-paying stocks. The dividend yield q is subtracted from r in the numerator
Delta (Call),Del \times t \times a_{C} = N \times (d_{1}),Equity Derivatives,This equation calculates the delta of a European call option. Delta_C represents the call delta
Delta (Put),Del \times t \times a_{P} = N \times (d_{1}) - 1,Equity Derivatives,This equation calculates the delta of a European put option. Delta_P represents the put delta. For puts
Gamma,G \times a \times m \times m \times a = N'(d_{1}) / (S_{0} * s \times i \times g \times m \times a * s \times q \times r \times t(T)),Equity Derivatives,This equation calculates the gamma of a European option (same for calls and puts). Gamma represents the second derivative of the option price with respect to the underlying price. It measures the rate of change of delta and is highest for at-the-money options near expiration.
Normal PDF,N'(x) = (1/s \times q \times r \times t(2 * pi)) * e^{-x^{2}/2},Equity Derivatives,This is the probability density function of the standard normal distribution. N'(x) represents the PDF value at x
Theta (Put),T \times het \times a_{P} = -(S_{0} * N'(d_{1}) * s \times i \times g \times m \times a) / (2 * s \times q \times r \times t(T)) + r * K * e^{-rT} * N \times (-d_{2}),Equity Derivatives,This equation calculates the theta of a European put option. Theta_P represents the put theta. Unlike calls
Vega,Veg \times a = S_{0} * N'(d_{1}) * s \times q \times r \times t(T),Equity Derivatives,This equation calculates the vega of a European option (same for calls and puts). Vega represents the sensitivity of the option price to changes in volatility. Vega is always positive
Rho (Call),Rh \times o_{C} = K * T * e^{-rT} * N \times (d_{2}),Equity Derivatives,This equation calculates the rho of a European call option. Rho_C represents the call rho
Rho (Put),Rh \times o_{P} = -K * T * e^{-rT} * N \times (-d_{2}),Equity Derivatives,This equation calculates the rho of a European put option. Rho_P represents the put rho. For puts
Vanna,V \times a \times n \times n \times a = -N'(d_{1}) * d_{2} / s \times i \times g \times m \times a,Equity Derivatives,This equation calculates the vanna of a European option. Vanna represents the sensitivity of delta to changes in volatility
Charm,C \times h \times a \times r \times m = -N'(d_{1}) * (2r \times T - d_{2} * s \times i \times g \times m \times a * s \times q \times r \times t(T)) / (2T * s \times i \times g \times m \times a * s \times q \times r \times t(T)),Equity Derivatives,This equation calculates the charm of a European option. Charm represents the sensitivity of delta to changes in time (delta decay). Charm is important for understanding how delta changes as expiration approaches.
Vomma,V \times o \times m \times m \times a = S_{0} * N'(d_{1}) * s \times q \times r \times t(T) * d_{1} * d_{2} / s \times i \times g \times m \times a,Equity Derivatives,This equation calculates the vomma (also called volga) of a European option. Vomma represents the sensitivity of vega to changes in volatility. Vomma is positive for most options
Veta,Vet \times a = S_{0} * N'(d_{1}) * s \times q \times r \times t(T) * (r * q + (d_{1} * d_{2} * s \times i \times g \times m \times a) / (2T)),Equity Derivatives,This equation calculates the veta of a European option. Veta represents the sensitivity of vega to changes in time (vega decay). Veta helps understand how volatility sensitivity changes as expiration approaches.
Speed,Speed = -N'(d_{1}) / (S_{0}^{2} * s \times i \times g \times m \times a * s \times q \times r \times t(T)) * (1 + d_{1} / (s \times i \times g \times m \times a * s \times q \times r \times t(T))),Equity Derivatives,This equation calculates the speed of a European option. Speed represents the third derivative of the option price with respect to the underlying price. Speed measures the rate of change of gamma and is important for understanding convexity risk.
Color,C \times o \times l \times o \times r = -N'(d_{1}) / (2 * S_{0} * T * s \times i \times g \times m \times a * s \times q \times r \times t(T)) * (1 + (2r \times T - d_{2} * s \times i \times g \times m \times a * s \times q \times r \times t(T)) / (2T)),Equity Derivatives,This equation calculates the color of a European option. Color represents the sensitivity of gamma to changes in time (gamma decay). Color helps understand how the curvature of the option price changes as expiration approaches.
Zomma,Zo \times m \times m \times a = N'(d_{1}) * (d_{1} * d_{2} - 1) / (S_{0} * s \times i \times g \times m \times a^{2} * s \times q \times r \times t(T)),Equity Derivatives,This equation calculates the zomma of a European option. Zomma represents the sensitivity of gamma to changes in volatility. Zomma is important for managing volatility risk in gamma-sensitive portfolios.
Newton-Raphson for Implied Volatility,s \times i \times g \times m \times a_{n+1} = s \times i \times g \times m \times a_{n} - (C_{BSM}(s \times i \times g \times m \times a_{n}) - C_{market}) / Veg \times a \times (s \times i \times g \times m \times a_{n}),Equity Derivatives,This equation implements the Newton-Raphson method to solve for implied volatility. sigma_n is the current guess
Volatility Skew,S \times kew = (s \times i \times g \times m \times a_{imp}(K_{25}) - s \times i \times g \times m \times a_{imp}(K_{75})) / (K_{75} - K_{25}),Equity Derivatives,This equation measures the volatility skew. Skew represents the slope of implied volatility across strike prices. sigma_imp(K_25) and sigma_imp(K_75) are the implied volatilities for 25-delta and 75-delta options respectively. Negative skew is common in equity markets.
Binary Option (Cash-or-Nothing Call),P \times a \times y \times o \times f \times f = C i \times f S_{T} > K el \times se 0,Equity Derivatives,This equation gives the payoff of a cash-or-nothing binary call option. The option pays a fixed cash amount C if the underlying price exceeds the strike at expiration
Binary Option (Asset-or-Nothing Call),P \times a \times y \times o \times f \times f = S_{T} i \times f S_{T} > K el \times se 0,Equity Derivatives,This equation gives the payoff of an asset-or-nothing binary call option. The option pays the underlying asset price if it exceeds the strike at expiration
Forward Start Option,C = S_{0} * e^{-qT_{1}} * (e^{(r-q)(T_{2}-T_{1})} * N \times (d_{1}) - e^{-r(T_{2}-T_{1})} * N \times (d_{2})),Equity Derivatives,This equation prices a forward start option that begins at time T_1 and expires at T_2. The option starts at-the-money forward. Forward start options are used in employee stock option plans.
Bermudan Option,C_{Bermudan} >= C_{European},Equity Derivatives,This equation states that Bermudan options (exercisable on specified dates) are at least as valuable as European options (exercisable only at expiration). C_Bermudan represents the Bermudan option price
Digital Option Price,C = e^{-rT} * N \times (d_{2}),Equity Derivatives,This equation prices a cash-or-nothing digital call option. C represents the option price
Gap Option Payoff,P \times a \times y \times o \times f \times f = S_{T} - K_{2} i \times f S_{T} > K_{1} el \times se 0,Equity Derivatives,This equation gives the payoff of a gap call option. The option has two strike prices: K_1 triggers exercise
Asian Option Delta Approximation,Del \times t \times a ≈ N \times (d_{1}) * (1/T) * s \times u \times m_{i=1}^{n} (S_{0} / S_{t_{i}}),Equity Derivatives,This equation approximates the delta of an arithmetic Asian option. The delta depends on the relationship between the current price and the prices at which the average is calculated. This approximation is used because there's no closed-form formula.
Option Elasticity,E \times l \times a \times s \times t \times i \times c \times i \times t \times y = Del \times t \times a * S_{0} / C,Equity Derivatives,This equation calculates the elasticity of an option. Elasticity represents the percentage change in option price for a 1% change in the underlying price. For calls
Leverage,Lever \times a \times ge = 1 / Del \times t \times a,Equity Derivatives,This equation calculates the leverage of an option position. Leverage represents how many shares of underlying you effectively control with one option. Deep in-the-money options have leverage close to 1
Option Beta,Bet \times a_{option} = Del \times t \times a * Bet \times a_{underlying},Equity Derivatives,This equation relates option beta to underlying beta. Beta_option represents the option's beta (sensitivity to market returns)
Probability of ITM (Call),P \times (S_{T} > K) = N \times (d_{2}),Equity Derivatives,This equation calculates the risk-neutral probability that a call option expires in the money. The probability is N(d_2)
Probability of ITM (Put),P \times (S_{T} < K) = N \times (-d_{2}),Equity Derivatives,This equation calculates the risk-neutral probability that a put option expires in the money. The probability is N(-d_2). This probability is used in option pricing and risk management.
Expected Terminal Stock Price,E[S_{T}] = S_{0} * e^{rT},Equity Derivatives,This equation gives the expected terminal stock price under the risk-neutral measure. E[S_T] represents the expectation
Option Value Decomposition,C = I \times n \times t \times r \times i \times n \times s \times i \times c V \times a \times l \times ue + T \times i \times me V \times a \times l \times ue,Equity Derivatives,This equation decomposes an option's value into intrinsic and time components. C represents the total option value. Intrinsic value is the immediate exercise value
Early Exercise Premium (American Put),E \times E \times P = P_{American} - P_{European},Equity Derivatives,This equation calculates the early exercise premium for an American put option. EEP represents the extra value from the early exercise right. This premium is positive for deep in-the-money puts on non-dividend stocks.
Option Theta Decay,T \times het \times a ≈ -s \times i \times g \times m \times a * S_{0} * N'(d_{1}) / (2 * s \times q \times r \times t(T)),Equity Derivatives,This equation approximates the theta decay near expiration. The dominant term is the volatility term
Gamma Scalping Profit,P \times r \times o \times f \times i \times t ≈ 0.5 * G \times a \times m \times m \times a * (d \times S)^{2} - T \times het \times a * d \times t,Equity Derivatives,This equation estimates the profit from gamma scalping (delta-hedging). The gamma term captures profit from convexity when the underlying moves
Delta Hedging Error,E \times r \times r \times o \times r ≈ 0.5 * G \times a \times m \times m \times a * (d \times S)^{2},Equity Derivatives,This equation estimates the hedging error from discrete delta hedging. The error comes from the convexity (gamma) of the option price. More frequent rebalancing reduces this error but increases transaction costs.
Option Implied Distribution,f \times (S_{T}) = (1 / (S_{T} * s \times i \times g \times m \times a * s \times q \times r \times t(2 * pi * T))) * exp(-(l \times n(S_{T}/S_{0}) - (r - 0.5 * s \times i \times g \times m \times a^{2}) * T)^{2} / (2 * s \times i \times g \times m \times a^{2} * T)),Equity Derivatives,This equation gives the risk-neutral probability density function of the terminal stock price under Black-Scholes assumptions. f(S_T) represents the lognormal distribution
Martingale Property,S_{t} = E_{Q}[S_{T} | F_{t}] * e^{-r(T-t)},Equity Derivatives,This equation expresses the martingale property of discounted stock prices under the risk-neutral measure. S_t represents the stock price at time t
Change of Numeraire,C = S_{0} * e^{-qT} * N \times (d_{1}) - K * e^{-rT} * N \times (d_{2}),Equity Derivatives,This is the Black-Scholes formula expressed using the change of numeraire technique. The first term uses the stock as numeraire
Option Price as Integral,C = e^{-rT} * i \times n \times teg \times r \times a \times l_{K}^{i}n \times f (S_{T} - K) * f \times (S_{T}) d \times S_{T},Equity Derivatives,This equation expresses the option price as an integral over the terminal stock price. C represents the call price
Interest Rate Swap Fixed Leg,P \times V_{fixed} = s \times u \times m_{i=1}^{n} (N * R_{fixed} * del \times t \times a_{i} * D \times F_{i}),Fixed Income Derivatives,This equation calculates the present value of the fixed leg of an interest rate swap. PV_fixed represents the present value
Swap Value at Inception,V_{swap} = P \times V_{fixed} - P \times V_{float},Fixed Income Derivatives,This equation calculates the value of a swap at inception. V_swap represents the swap value
Par Swap Rate,R_{swap} = (1 - D \times F_{n}) / (s \times u \times m_{i=1}^{n} del \times t \times a_{i} * D \times F_{i}),Fixed Income Derivatives,This equation calculates the par swap rate (the fixed rate that makes the swap value zero at inception). R_swap represents the par swap rate
Swap Value After Inception,V_{swap} = P \times V_{fixed} - P \times V_{float},Fixed Income Derivatives,This equation calculates the value of an existing swap. V_swap represents the current swap value
Swap DV01,D \times V01_{swap} = s \times u \times m_{i=1}^{n} (del \times t \times a_{i} * D \times F_{i} * N) - s \times u \times m_{i=1}^{n} (del \times t \times a_{i} * D \times F_{i} * N),Fixed Income Derivatives,This equation calculates the DV01 (dollar value of a 01 basis point change) of a swap. DV01_swap represents the sensitivity of the swap value to a 1 bp change in rates. For a par swap
Swap Duration,D_{swap} = (s \times u \times m_{i=1}^{n} t_{i} * del \times t \times a_{i} * D \times F_{i}) / (s \times u \times m_{i=1}^{n} del \times t \times a_{i} * D \times F_{i}),Fixed Income Derivatives,This equation calculates the duration of a swap. D_swap represents the swap duration Duration is the primary measure of interest rate sensitivity in fixed income.
Swap Convexity,C \times o \times nv_{swap} = (s \times u \times m_{i=1}^{n} t_{i}^{2} * del \times t \times a_{i} * D \times F_{i}) / (s \times u \times m_{i=1}^{n} del \times t \times a_{i} * D \times F_{i}),Fixed Income Derivatives,This equation calculates the convexity of a swap. Conv_swap represents the swap convexity Convexity captures the second-order effect in price-yield relationships.
Forward Rate Agreement Payoff,P \times a \times y \times o \times f \times f = N * (FRA_{rate} - L) * del \times t \times a * \text{DF},Fixed Income Derivatives,This equation gives the payoff of a Forward Rate Agreement (FRA). Payoff represents the FRA payoff
Swap Spread,Sprea \times d = R_{swap} - R_{treasury},Fixed Income Derivatives,This equation calculates the swap spread. Spread represents the difference between the swap rate and the treasury rate of the same maturity. The swap spread reflects credit risk and liquidity differences between the swap market and the treasury market.
Cross-Currency Swap Value,V_{ccs} = P \times V_{domestic} - P \times V_{foreign},Fixed Income Derivatives,This equation calculates the value of a cross-currency swap. V_ccs represents the swap value
Asset Swap,Sprea \times d = (Bo \times n \times d P \times r \times i \times ce - P \times a \times r) / D \times V01_{bond},Fixed Income Derivatives,This equation calculates the asset swap spread. Spread represents the spread that makes the bond price equal to par when combined with an interest rate swap. Asset swaps are used to convert fixed-rate bonds to floating-rate exposure.
Total Return Swap,P \times a \times y \times o \times f \times f = (Bo \times n \times d Ret \times u \times r \times n + C \times o \times upo \times n - LIBOR - Sprea \times d) * N,Fixed Income Derivatives,This equation gives the payoff of a total return swap. Payoff represents the periodic payment
Inflation Swap,P \times a \times y \times o \times f \times f = N * (I \times n \times f \times l \times a \times t \times i \times o \times n_{index} - F \times i \times xed_{rate}) * del \times t \times a,Fixed Income Derivatives,This equation gives the payoff of an inflation swap. Payoff represents the periodic payment
Amortizing Swap,\text{PV} = s \times u \times m_{i=1}^{n} (N_{i} * R * del \times t \times a_{i} * D \times F_{i}),Fixed Income Derivatives,This equation calculates the present value of an amortizing swap. PV represents the present value
Accreting Swap,\text{PV} = s \times u \times m_{i=1}^{n} (N_{i} * R * del \times t \times a_{i} * D \times F_{i}),Fixed Income Derivatives,This equation calculates the present value of an accreting swap. PV represents the present value
Forward Swap Rate,F_{swap} = (D \times F_{t} - D \times F_{T}) / (s \times u \times m_{i=t}^{T} del \times t \times a_{i} * D \times F_{i}),Fixed Income Derivatives,This equation calculates the forward swap rate for a swap starting at time t and ending at time T. F_swap represents the forward swap rate
Cap Price,C = s \times u \times m_{i=1}^{n} C \times aplet_{i},Fixed Income Derivatives,This equation calculates the price of a cap as the sum of caplet prices. C represents the cap price
Caplet Price (Black Model),C \times aplet = N * del \times t \times a * \text{DF} * [F * N \times (d_{1}) - K * N \times (d_{2})],Fixed Income Derivatives,This equation prices a caplet using the Black model. Caplet represents the caplet price
Black Model d_1,d_{1} = (l \times n(F/K) + 0.5 * s \times i \times g \times m \times a^{2} * T) / (s \times i \times g \times m \times a * s \times q \times r \times t(T)),Fixed Income Derivatives,This equation defines the d_1 parameter in the Black model for interest rate options. d_1 combines the moneyness (ln(F/K))
Black Model d_2,d_{2} = d_{1} - s \times i \times g \times m \times a * s \times q \times r \times t(T),Fixed Income Derivatives,This equation defines the d_2 parameter in the Black model. d_2 is simply d_1 minus sigma * sqrt(T). d_2 represents the probability that the option will be in the money under the forward measure.
Floor Price,F = s \times u \times m_{i=1}^{n} F \times l \times o \times o \times r \times let_{i},Fixed Income Derivatives,This equation calculates the price of a floor as the sum of floorlet prices. F represents the floor price
Collar Price,C \times o \times l \times l \times a \times r = C \times ap - F \times l \times o \times o \times r,Fixed Income Derivatives,This equation calculates the price of a collar. Collar represents the collar price
Swaption Price (Black Model),S \times w \times apt \times i \times o \times n = N * (R_{swap} * N \times (d_{1}) - K * N \times (d_{2})) * s \times u \times m_{i=1}^{n} del \times t \times a_{i} * D \times F_{i},Fixed Income Derivatives,This equation prices a European swaption using the Black model. Swaption represents the swaption price
Bond Option Price (Black Model),C = \text{DF} * [F * N \times (d_{1}) - K * N \times (d_{2})],Fixed Income Derivatives,This equation prices a European bond option using the Black model. C represents the call option price
Callable Bond Pricing,B = B_{noncallable} - C_{option},Fixed Income Derivatives,This equation prices a callable bond. B represents the callable bond price
Puttable Bond Pricing,B = B_{nonputtable} + P_{option},Fixed Income Derivatives,This equation prices a puttable bond. B represents the puttable bond price
Vasicek Model,d \times r = a \times (b - r)d \times t + s \times i \times g \times m \times a * dW,Fixed Income Derivatives,This is the Vasicek one-factor short rate model. dr represents the change in the short rate
CIR Model,d \times r = a \times (b - r)d \times t + s \times i \times g \times m \times a * s \times q \times r \times t(r) * dW,Fixed Income Derivatives,This is the Cox-Ingersoll-Ross (CIR) one-factor short rate model. The model is similar to Vasicek but with a square-root diffusion term that prevents negative interest rates. The CIR model is widely used for its realistic properties and analytical tractability.
Hull-White Model,d \times r = (t \times het \times a \times (t) - a * r)d \times t + s \times i \times g \times m \times a * dW,Fixed Income Derivatives,This is the Hull-White extension of the Vasicek model with time-dependent parameters. theta(t) is a time-dependent function chosen to match the initial yield curve exactly. This flexibility makes Hull-White popular for calibration to market data.
LIBOR Market Model,dL_{i}(t) = L_{i}(t) * m \times u_{i}(t)d \times t + L_{i}(t) * s \times i \times g \times m \times a_{i}(t) * dW_{i}(t),Fixed Income Derivatives,This is the LIBOR Market Model (LMM) for forward LIBOR rates. dL_i(t) represents the change in the i-th forward LIBOR rate
LMM Correlation,E[dW_{i}(t) * dW_{j}(t)] = r \times h \times o_{ij} d \times t,Fixed Income Derivatives,This equation defines the correlation structure in the LIBOR Market Model. rho_{ij} represents the correlation between the Wiener processes driving different forward rates. Correlation is crucial for pricing multi-period derivatives like swaptions.
LMM Swaption Pricing,S = s \times u \times m_{i=1}^{n} w_{i} * C \times aplet_{i},Fixed Income Derivatives,This equation approximates a swaption price as a weighted sum of caplets in the LIBOR Market Model. S represents the swaption price
SABR Model,d \times F = a \times lph \times a * F^{b}et \times a * dW,Fixed Income Derivatives,This is the Stochastic Alpha Beta Rho (SABR) model for forward rates. dF represents the change in the forward rate
SABR z Parameter,z = (a \times lph \times a / s \times i \times g \times m \times a) * l \times n(F/K),Fixed Income Derivatives,This equation defines the z parameter in the SABR volatility formula. z combines the log-moneyness ln(F/K) with the volatility parameters alpha and sigma. The z parameter is used in the SABR volatility calculation.
SABR x(z) Function,x \times (z) = l \times n((s \times q \times r \times t(1 - 2 * r \times h \times o * z + z^{2}) + z - r \times h \times o) / (1 - r \times h \times o)),Fixed Income Derivatives,This equation defines the x(z) function in the SABR model. x(z) is a transformation that ensures the volatility formula is well-behaved. rho is the correlation parameter between the forward rate and volatility.
Swap Rate Dynamics,d \times S = m \times u_{S} d \times t + s \times i \times g \times m \times a_{S} * dW,Fixed Income Derivatives,This equation models the dynamics of the swap rate. dS represents the change in the swap rate
Convexity Adjustment,C \times M \times S_{adj} = S \times (0,Fixed Income Derivatives,T_n)^2 * sigma_S^2 * T Convexity captures the second-order effect in price-yield relationships.
Inflation Swap Price,P = s \times u \times m_{i=1}^{n} (N * R_{fixed} * del \times t \times a_{i} * D \times F_{i}) - s \times u \times m_{i=1}^{n} (N * I_{i} * del \times t \times a_{i} * D \times F_{i}),Fixed Income Derivatives,This equation prices an inflation swap. P represents the swap price
Yield Curve Steepener Trade,P \times a \times y \times o \times f \times f = (y_{long} - y_{short}) * D \times u \times r \times a \times t \times i \times o \times n * D \times V01,Fixed Income Derivatives,This equation gives the payoff of a yield curve steepener trade. Payoff represents the trade payoff
Yield Curve Flattener Trade,P \times a \times y \times o \times f \times f = -(y_{long} - y_{short}) * D \times u \times r \times a \times t \times i \times o \times n * D \times V01,Fixed Income Derivatives,This equation gives the payoff of a yield curve flattener trade. Payoff represents the trade payoff
Probability of Default,P \times D = P \times (def \times a \times u \times l \times t d \times u \times r \times i \times n \times g per \times i \times o \times d T),Credit Derivatives,This equation defines the probability of default. PD represents the probability that a borrower will default within a specified time period T. PD is a fundamental credit risk metric used in pricing credit derivatives and calculating credit risk capital requirements.
